d3mIndex,LRS-name,ID-type,Right-Ascension,Declination,Scale_Factor,Blue_base_1,Blue_base_2,Red_base_1,Red_base_2,blue-band-flux_1,blue-band-flux_2,blue-band-flux_3,blue-band-flux_4,blue-band-flux_5,blue-band-flux_6,blue-band-flux_7,blue-band-flux_8,blue-band-flux_9,blue-band-flux_10,blue-band-flux_11,blue-band-flux_12,blue-band-flux_13,blue-band-flux_14,blue-band-flux_15,blue-band-flux_16,blue-band-flux_17,blue-band-flux_18,blue-band-flux_19,blue-band-flux_20,blue-band-flux_21,blue-band-flux_22,blue-band-flux_23,blue-band-flux_24,blue-band-flux_25,blue-band-flux_26,blue-band-flux_27,blue-band-flux_28,blue-band-flux_29,blue-band-flux_30,blue-band-flux_31,blue-band-flux_32,blue-band-flux_33,blue-band-flux_34,blue-band-flux_35,blue-band-flux_36,blue-band-flux_37,blue-band-flux_38,blue-band-flux_39,blue-band-flux_40,blue-band-flux_41,blue-band-flux_42,blue-band-flux_43,blue-band-flux_44,red-band-flux_1,red-band-flux_2,red-band-flux_3,red-band-flux_4,red-band-flux_5,red-band-flux_6,red-band-flux_7,red-band-flux_8,red-band-flux_9,red-band-flux_10,red-band-flux_11,red-band-flux_12,red-band-flux_13,red-band-flux_14,red-band-flux_15,red-band-flux_16,red-band-flux_17,red-band-flux_18,red-band-flux_19,red-band-flux_20,red-band-flux_21,red-band-flux_22,red-band-flux_23,red-band-flux_24,red-band-flux_25,red-band-flux_26,red-band-flux_27,red-band-flux_28,red-band-flux_29,red-band-flux_30,red-band-flux_31,red-band-flux_32,red-band-flux_33,red-band-flux_34,red-band-flux_35,red-band-flux_36,red-band-flux_37,red-band-flux_38,red-band-flux_39,red-band-flux_40,red-band-flux_41,red-band-flux_42,red-band-flux_43,red-band-flux_44,red-band-flux_45,red-band-flux_46,red-band-flux_47,red-band-flux_48,red-band-flux_49
44,20010+3011,2,20.018,30.196,2.3e-16,1532.0,1630.0,781.0,790.0,6171.139,7089.2866,6178.9277,5974.894,6414.904,6409.755,6996.9614,7446.4136,8139.727,8887.413,9579.49,10590.947,10971.716,11144.486,11151.66,10289.628,10116.66,9865.543,9854.29,9536.979,9185.24,9105.165,8753.478,8514.443,7942.844,7759.5073,7696.772,7137.162,7112.893,6188.93,6162.0503,6152.415,5653.8486,5593.8955,5172.216,4951.962,4893.3804,4605.579,4882.2666,4080.3716,4836.7593,4635.1426,4380.5366,4193.522,8709.605,8309.06,7993.331,7082.662,6207.7803,5236.1797,4713.7827,4615.413,4391.17,3712.4395,3240.4248,3061.2537,2953.642,2783.7585,2853.7156,2458.582,2796.2107,2566.7183,2571.7659,2396.6091,2560.6716,2723.4126,2277.9548,2305.5466,2726.6843,2424.3425,2169.706,2358.9673,2285.8694,2162.4219,2053.5527,2018.8892,1982.9031,1941.6191,1790.3572,1837.8564,1941.0103,1618.8221,1413.2412,1609.1552,1342.6252,1216.5535,1222.9894,1523.59,1471.7264,1429.1403,1546.8877,1118.7123,869.4212
45,19474-0744,4,19.79,-7.742,1.85e-15,156.0,188.0,70.0,123.0,8138.1484,8009.0254,7806.8228,7702.1113,7911.6304,8332.779,8607.742,9416.236,10140.101,10921.692,11646.869,12465.679,12603.501,12566.916,12164.832,11476.765,11296.575,10666.237,10402.704,10069.923,9684.569,9201.754,8839.501,8318.227,7827.7397,7707.8984,7235.3794,6835.969,6428.8696,6029.4717,5604.43,5214.0205,4850.5493,4553.7725,4260.848,4119.263,3908.4282,3730.9429,3602.1963,3502.9517,3357.5422,3245.4812,3174.464,3136.796,9352.152,8543.312,7358.7773,6444.9146,5419.5366,4521.181,3971.713,3615.949,3282.0298,3073.8357,2865.68,2719.1196,2525.14,2476.1133,2415.574,2435.8596,2344.595,2396.9949,2375.034,2401.8308,2400.4346,2311.85,2307.9294,2268.1187,2259.1057,2087.2341,2111.6,2024.406,1928.2506,1928.2966,1825.758,1737.3405,1693.8245,1695.2081,1618.3727,1509.4869,1546.8174,1478.9952,1376.5573,1375.4465,1351.2615,1242.4426,1173.3909,1173.6034,1198.1925,1106.0847,1047.3303,1024.4944,941.38983
46,16011+4722,4,16.019,47.377,2.16e-15,135.0,155.0,153.0,105.0,12637.263,12563.652,12205.489,11831.957,11287.954,10832.411,10474.297,10441.778,10391.324,10717.738,11044.161,11491.084,11602.173,11477.413,11229.606,10717.745,10200.766,9754.292,9337.306,8845.979,8593.078,8150.472,7719.4063,7439.602,6998.2915,6719.778,6322.0576,6043.5522,5686.8594,5446.8164,5220.8774,4961.6147,4752.346,4578.973,4333.82,4229.672,4199.873,4129.0586,4096.702,4127.1577,3985.8513,3885.5657,3703.2454,3599.1196,8892.96,7759.2065,6774.079,5892.7197,5068.987,4469.524,4022.553,3802.423,3522.0083,3194.1282,2911.0774,2734.3867,2541.0024,2450.1355,2288.7415,2227.3047,2158.1528,2124.8694,2068.4912,2013.3739,1991.565,1981.2733,1936.3544,1877.3179,1881.0747,1827.133,1784.7129,1743.5594,1708.8009,1648.3922,1609.7616,1603.1644,1558.0994,1528.4047,1424.3522,1322.8525,1330.2976,1231.3401,1132.3721,1120.5592,1057.4635,963.5944,927.3988,906.5762,871.64496,835.4234,831.2397,760.3926,680.56537
47,16490-4618,0,16.818,-46.316,4.13e-16,843.0,734.0,400.0,444.0,6585.1123,6183.4854,5956.2334,5764.674,5563.3047,5887.376,6323.0005,6736.9063,6890.7266,7875.5493,8371.675,8835.259,9588.102,9638.803,9666.717,9541.829,9985.748,9659.272,9456.289,9181.77,9329.79,8856.942,8633.275,8322.909,8219.47,7945.9014,7854.3403,7706.4185,7481.5522,7434.3613,7132.531,6618.318,6350.044,6158.682,6024.7334,5716.3247,5355.8945,5351.9214,5189.7456,5021.054,4668.156,4845.077,4504.0737,4329.917,8943.422,8435.916,8198.253,7326.7905,6731.6636,6217.8384,5577.279,5018.0156,4742.6597,4337.313,3887.5688,3783.4863,3432.3896,3210.2517,3013.0544,3060.748,2883.0923,2732.542,2734.7817,2927.734,2654.796,2763.2646,2421.0117,2416.8237,2409.3984,2283.8843,2238.56,2102.2336,1976.7537,1952.0494,2038.9557,1901.5872,1896.4159,1591.1239,1591.3877,1654.5029,1528.0143,1487.1302,1450.5885,1565.7438,1397.0295,1369.1777,1336.9989,1313.4949,1184.8981,1074.7273,1130.3381,1233.6292,1097.4725
48,16263-5533,0,16.44,-55.559,3.2e-16,1216.0,1346.0,639.0,725.0,13349.134,13924.227,13910.382,13887.094,13534.354,12998.625,11988.551,10921.245,9623.171,7962.1836,6360.169,5473.0513,4991.97,4595.3286,4345.211,3830.8643,3896.078,4077.5583,4294.1104,4275.0845,4152.6177,4149.5938,4297.857,4259.885,4346.132,4494.502,4759.127,5101.7974,5439.7188,5659.8613,5615.7534,5543.0156,5825.334,5997.829,5614.7197,5806.3706,5609.583,5637.301,5330.7075,5297.974,5346.4556,4998.537,4776.411,4922.071,4436.804,4438.832,4749.8667,5279.149,5762.3843,5710.803,5590.865,5364.3564,5192.0645,4913.1885,4873.197,4624.7183,4417.699,4441.593,4021.3628,4218.9067,3996.2007,3877.0305,3689.45,3743.9075,3562.7852,3431.0583,3482.4575,3291.9036,3400.6926,3159.2651,3266.5305,3049.0505,2987.624,2921.4514,2933.318,2985.014,2861.6125,2789.1826,2813.8936,2744.698,2624.5808,2553.8406,2519.741,2498.3987,2408.6196,2451.0017,2362.8555,2277.9136,2192.9902,2289.58,2394.148,2255.1494,1926.7129
49,17309-1724,3,17.516,-17.405,3.82e-16,953.0,829.0,540.0,527.0,7378.1396,7664.5317,7635.812,7741.468,8137.736,8341.842,8375.565,9406.795,10046.106,10717.376,11192.666,11658.94,11586.046,11315.8955,11157.111,10701.195,10331.036,9965.964,10090.037,9234.433,9176.596,8697.418,8391.087,8050.154,7625.9517,7507.783,7010.537,6691.265,6382.216,6129.487,5551.4683,5200.091,4664.2886,4438.3643,4289.2573,4334.7764,4051.1694,3630.521,3581.224,3543.4326,3199.5674,3296.2043,3182.8108,3050.1924,9007.447,8029.614,6931.3887,6367.147,5480.185,4614.9795,4101.92,3645.194,3503.4792,3366.8774,2802.5532,2720.9976,2950.6145,2667.9924,2528.788,2819.8503,2917.5393,2862.8335,2934.8984,2776.454,2706.3645,2656.7588,2695.5078,2735.5332,2643.6545,2636.2893,2418.9058,2510.1372,2392.6306,2223.8972,2397.0742,2303.8882,2071.1157,1936.9443,1937.2305,1732.6215,1886.571,1747.2655,1583.6262,1758.0568,1516.2972,1553.7008,1536.0372,1266.0975,1386.7316,1425.4064,1475.6041,1276.0872,1204.626
50,23138+6204,4,23.232,62.083,3.73e-16,906.0,1041.0,472.0,514.0,7647.184,6999.5947,6638.951,6002.337,6004.1396,6094.9087,6424.1157,6684.7163,7469.244,8349.453,9424.989,10247.407,11197.8125,11849.31,12150.719,12058.94,12127.466,11790.679,10907.181,10561.049,10232.462,9785.4,9175.427,8934.476,8344.769,8085.0264,7312.23,7106.4165,6826.5605,6548.079,6140.343,5742.0586,5362.6514,5099.084,4690.095,4449.466,4284.271,4160.846,4115.5474,4050.0708,3905.158,3749.4902,3491.493,3537.8638,9812.793,9001.644,7909.0996,7001.107,5939.644,5018.282,4459.2197,3743.9827,3531.0935,3308.812,2978.8274,2771.4211,2621.9492,2663.7332,2607.2334,2639.6384,2580.4907,2646.6062,2541.7126,2865.0833,2610.745,2644.6143,2717.554,2654.4944,2502.5693,2391.0596,2332.0837,2271.7751,2317.8677,2078.476,2115.1663,1987.5729,1749.5632,1766.087,1750.301,1591.7769,1608.3314,1588.5353,1597.0292,1407.5693,1391.8403,1401.7069,1235.1664,1274.6765,1285.9141,1247.3322,1107.7565,1057.0692,913.4677
51,16586-4142,3,16.977,-41.709,4.35e-16,683.0,599.0,268.0,591.0,5840.3193,5998.673,6152.9434,6091.231,5845.081,5794.626,5636.5737,5617.606,5153.778,4152.8896,3517.5515,3162.8425,2603.4888,2210.726,2002.3491,1864.3198,1629.2185,1851.8765,1818.9418,1978.4838,2154.9963,2367.8916,2807.2341,2920.6233,3154.509,3371.3997,3736.2874,3743.6785,3774.515,3849.0159,3909.7576,4097.47,4002.9058,4320.815,4078.225,4322.5176,5128.911,6363.954,6372.0576,5488.058,4626.6978,4071.0525,3989.351,3968.3022,2938.373,2935.7527,3368.545,3821.8154,4225.176,4712.058,5032.524,5003.7783,4815.057,4613.554,4596.601,4746.3965,4813.0137,4937.1777,5081.6743,5389.6563,5501.202,5695.3438,5832.961,5767.6616,5803.543,5820.9033,5994.436,6020.0337,6141.1396,6202.463,6502.442,6715.9443,6785.5435,6685.354,6635.3647,6644.4697,6502.3867,6648.2817,6758.6377,6649.0503,7225.3633,7246.8896,7199.7144,7591.752,7487.234,7132.8394,7234.64,7505.5166,7503.058,7333.2163,7215.979,6657.1772,5784.597
52,23095+5925,4,23.159,59.428,4.64e-16,778.0,771.0,304.0,285.0,19803.51,18996.473,17706.3,16396.799,15145.263,14613.041,13239.1,12391.223,12030.761,11118.455,10272.709,10008.857,9639.786,9191.263,8723.412,8414.451,8043.217,7843.757,7691.533,7105.566,7526.644,6906.316,6569.418,6539.5713,6198.3735,6056.8657,5717.81,5864.0254,5372.5127,5540.1953,5306.345,4982.309,4883.7305,4430.8564,4759.5713,4744.7285,4435.714,4319.9473,4135.4683,3978.9016,3991.9636,3861.1604,3895.6917,3584.5188,7176.5244,6692.5444,6021.7124,5125.3813,5197.411,4854.993,4420.2144,4185.0986,3677.2598,3250.99,3342.1794,2855.7432,2783.7017,2524.8325,2167.1733,2226.0586,2037.9974,2071.085,1711.2161,1677.7114,1629.1633,1359.4386,1390.3132,1485.5931,1391.9064,1437.7786,1442.8436,1413.5431,1319.8163,1131.6027,1198.9003,1139.5032,1035.0057,1052.8926,914.0244,751.5295,857.43036,894.6132,869.5194,754.236,851.5215,622.4226,653.1319,649.47974,714.533,670.0722,355.05585,460.89023,575.3086
53,17541+1110,4,17.903,11.175,2.21e-16,1824.0,1714.0,655.0,662.0,11891.912,11738.761,11215.885,10632.041,10375.716,9816.361,9617.877,9919.421,9870.114,9962.807,9600.289,9594.309,9714.392,9608.299,9365.905,9393.089,9023.055,8766.05,8738.037,8517.2,8505.064,8210.238,7996.5527,7605.9966,7356.0156,7461.149,7222.712,7146.598,6697.93,6083.988,6099.1255,5570.662,5756.803,5719.6924,5543.4077,5046.752,5250.209,5043.4243,5361.36,4948.704,5107.1533,4458.19,4677.488,4367.6855,8365.962,8394.63,7508.648,6795.1714,6023.722,5394.3364,4840.335,4408.1025,4261.4365,3752.3906,3398.4514,3002.481,2744.2222,2723.6936,2391.5173,2328.9604,2427.3071,2093.693,1934.0281,1974.4038,1875.6262,1798.5951,1853.4753,1783.6978,1783.501,1465.8567,1494.656,1600.2834,1562.4084,1424.5172,1312.7197,1309.6403,1276.1224,1364.3684,1354.0471,1143.6906,1066.6938,1073.7723,986.63245,929.9343,1041.385,928.15784,590.25275,919.1397,1021.89905,923.173,528.7413,535.8347,689.3334
54,19528-2919,4,19.881,-29.323,6.21e-16,428.0,434.0,212.0,276.0,15583.629,14816.406,14412.341,13871.486,13016.342,12937.986,12104.0205,11770.001,11382.246,11144.314,11149.03,11199.348,10834.404,10316.386,10511.646,9974.091,9812.719,9307.738,9024.234,8555.084,8235.757,7828.4946,7707.846,7197.992,6878.6724,6818.282,6433.827,6028.2026,5870.1094,5611.0513,5338.9663,5128.765,4936.4795,4773.5063,4345.093,4240.7485,4186.887,4043.462,3813.7273,3818.4956,3655.531,3450.2268,3500.5955,3520.024,8308.096,7378.186,6598.2095,5883.475,5248.6304,4643.1846,4207.1787,3769.6177,3441.2312,3267.6135,3051.7139,2668.1353,2607.0466,2500.41,2307.5085,2005.5426,2170.9907,2017.2959,1873.4088,1734.4423,1712.7594,1779.0468,1506.6404,1537.1611,1551.425,1394.7253,1361.8156,1341.9591,1256.9878,1106.9,1261.3605,1119.4581,1028.0609,1084.8749,913.7209,892.4057,968.8182,941.0256,818.79865,831.7518,696.5292,675.31635,763.227,745.3016,509.17395,696.466,592.27325,574.4036,569.57446
55,23213-4521,4,23.356,-45.358,4.85e-16,608.0,665.0,244.0,318.0,7650.617,7283.5337,7375.3223,7442.865,7668.9277,8017.7197,8481.568,8990.18,9769.771,10403.689,11121.982,11800.68,11966.889,11910.732,11574.697,11100.647,10707.135,10527.077,10145.101,9858.996,9379.916,8412.624,8618.623,8387.531,8046.5386,7443.552,7084.69,6765.4604,6382.3374,5990.2783,5432.0806,5166.572,4857.6196,4780.0083,4152.8315,4229.886,4060.2795,3797.3823,3686.584,3437.7617,3412.6108,3342.7346,3132.277,3284.8015,9683.389,8692.435,7281.0967,6312.067,5281.774,4614.534,4093.0662,3516.707,3290.6016,3308.6672,2951.03,2951.305,2725.4063,2707.8784,2535.7441,2500.4038,2682.3733,2740.4048,2693.6672,2687.86,2784.3293,2717.2336,2678.2832,2496.2148,2646.4724,2575.6465,2291.4045,2343.3206,2347.9697,2181.3772,2149.0027,2029.7382,1959.0605,1866.673,1687.394,1704.9559,1849.0646,1695.3971,1560.9166,1648.8365,1461.9841,1289.2051,1370.7776,1397.4065,1314.1337,1196.3658,1228.1454,1107.8458,1087.2479
56,20124+6605,4,20.207,66.093,2.68e-16,940.0,971.0,646.0,673.0,23411.555,21337.928,19241.063,16978.695,15906.233,15175.249,13844.192,12743.382,12615.1875,11822.25,10881.897,10914.157,10491.188,9636.27,8838.278,8648.174,8675.37,8304.237,7803.7896,7890.5337,7819.5063,6874.201,6684.2197,6608.0645,6345.6846,6080.73,5808.0293,5682.7827,5151.4395,5052.083,5431.271,5044.817,4376.4263,4659.9404,4162.2896,3977.637,4033.5525,3522.9985,3835.0125,3929.7566,3385.6016,3583.8284,3456.1433,3281.9063,7695.299,7041.2446,6167.4,5549.7036,4919.1367,4257.589,3859.9321,3371.7917,3297.5623,3119.9084,2678.4534,2257.729,2212.105,2236.354,1766.5797,1873.6614,1742.7965,1423.1315,1253.5176,1466.7543,1323.0527,1275.0796,1271.1002,1181.7805,1092.4795,935.9434,955.31757,990.22876,844.0896,969.5659,763.9635,749.7885,808.0551,768.0413,720.28046,620.7988,704.983,631.3924,661.28033,667.8989,633.1418,719.9686,664.53906,409.9463,326.08316,557.8031,763.6654,488.4167,363.20316
57,20502+4709,4,20.837,47.166,4.38e-16,689.0,716.0,366.0,394.0,10567.351,10334.97,10088.975,9295.483,8990.452,8498.01,8308.869,8335.566,8414.527,8576.422,8721.286,9300.083,9734.626,9788.6455,9789.284,9484.37,9311.2295,8846.165,8718.475,8535.132,8438.125,8277.513,8304.332,8066.4883,7657.127,7498.808,7062.194,6864.1284,6721.7266,6237.419,6021.192,5949.2305,5742.099,5457.7295,5168.8193,5158.2144,5260.0684,5052.9556,5144.593,5011.3223,5024.588,4737.9746,4643.334,4454.4155,8189.7085,7896.769,7401.67,6861.166,6062.8374,5482.6313,5022.856,4984.53,4447.5547,3887.8809,3639.4663,3296.7876,3102.93,3001.0962,2706.1702,2565.7424,2709.3066,2417.8262,2444.414,2344.9255,2312.4666,2327.7258,2153.296,2128.8162,2150.918,2115.096,1989.5441,2005.9899,1841.8319,1754.9236,1757.7594,1812.8541,1589.6552,1577.7433,1560.1576,1547.1213,1379.6058,1406.3376,1212.7068,1326.9149,1204.8567,995.3376,1097.065,1082.9332,1026.777,1118.2944,846.3221,799.2657,816.9607
58,12380+5607,4,12.634,56.122,1.18e-15,252.0,284.0,173.0,184.0,16938.063,16048.108,14985.998,13984.792,13001.006,12509.46,11581.381,11164.669,10454.041,10143.467,9904.221,9724.128,9338.815,9250.937,8933.489,8570.834,8312.549,7986.4453,7682.965,7619.5156,7357.801,7247.4136,7171.823,6816.2197,6488.454,6339.843,6088.624,6028.7344,5770.575,5655.045,5377.771,5234.4272,5139.7915,5205.177,4823.5747,4789.8345,4855.2397,4743.245,4629.5176,4778.427,4683.8433,4491.8667,4228.5854,4104.451,7039.7896,6846.124,6342.8887,5900.547,5428.655,5083.7446,4777.114,4519.1953,4158.672,3772.0715,3335.043,3125.8687,2979.3176,2773.6404,2533.186,2336.2214,2236.6633,2201.4658,2025.3937,1983.2521,1911.549,1831.1552,1745.5494,1675.6024,1602.182,1584.4232,1531.8837,1550.659,1520.7391,1457.7773,1422.648,1439.7006,1341.9652,1306.8473,1297.822,1168.7903,1154.5541,1096.8392,992.16736,970.9834,916.7563,846.8786,794.3965,750.6135,779.8827,753.4977,690.59045,650.2963,629.1364
59,17382-1704,0,17.637,-17.076,1.09e-16,1831.0,1789.0,1705.0,1722.0,8055.3623,6841.575,7278.588,7778.443,7813.284,9175.783,9791.067,10051.011,11849.174,11970.161,10789.763,10239.556,10204.029,10069.054,10166.554,9065.025,9038.206,8857.841,8914.34,8043.784,9286.109,8210.82,7841.7656,7980.088,6996.884,7079.6206,8036.7485,6563.6733,7263.434,6341.5938,6880.4927,4780.0947,5256.1016,5329.9927,4589.4263,3689.4707,4466.663,4730.612,4007.5627,3266.96,3884.7434,3135.3545,3383.1868,2487.565,7856.766,7421.701,7012.984,6713.9565,5961.6665,5143.5977,4375.262,4165.509,3367.963,3098.2898,3265.8315,3116.0862,2809.8972,2446.693,2694.7039,2894.472,2551.7698,2387.4668,2534.6228,3132.1482,2577.46,3280.28,2867.441,2185.5627,2981.985,2860.1462,2833.3567,2375.2217,2167.1304,2660.905,2049.2544,1988.8618,2339.3555,2047.9437,1825.2605,1317.4506,2109.55,2483.4614,1715.391,1690.1272,1601.9922,1614.7537,2091.0393,1676.8424,1404.4836,1538.6224,1177.0754,1251.27,1854.7876
60,14122-6133,0,14.204,-61.563,1.71e-16,1888.0,1876.0,938.0,938.0,6480.387,6445.47,6263.161,5954.954,5728.1055,5952.6016,6117.2173,6978.8135,7960.15,8402.618,9147.519,10509.57,10849.162,12106.809,11744.796,11732.808,11071.417,10715.531,11059.701,12463.166,10274.218,9347.216,8923.762,8429.683,8436.083,8256.719,7418.742,6875.5254,6846.6035,6516.776,5660.366,5751.183,5591.7573,4362.282,4773.9526,4295.195,4323.056,4353.986,4117.786,3497.7793,3346.012,3756.1323,3670.3757,3575.4063,9619.673,8164.287,7499.5376,7207.8467,5600.4736,5050.8657,4691.625,3945.5093,3417.3943,3091.928,3222.4216,3033.5898,2952.2234,2594.5176,3050.4773,2548.4612,2460.9539,2999.8152,2732.6873,3007.4912,2930.7305,2846.2932,2705.0532,2569.9543,2913.843,2487.0522,2396.4746,2192.2905,2602.1936,2465.5593,2347.3477,2310.5024,1687.2041,1902.1345,2282.8687,2023.4167,2001.9237,1952.7968,1622.725,1429.2876,1711.7676,1406.2593,1387.8367,1370.9493,1495.3019,1496.8372,1260.4137,977.93353,1246.5966
61,17334+1537,4,17.557,15.617,6.52e-16,492.0,593.0,288.0,337.0,7807.566,7918.86,8230.947,8163.9863,8200.238,8695.131,9013.064,9729.692,10424.074,11563.142,12215.805,13010.683,13182.555,12994.858,12538.189,12205.605,11740.642,11068.028,10665.852,10167.531,9903.406,9449.743,8759.157,8258.157,7900.7495,7613.056,7003.409,6738.0645,6069.9185,6010.9033,5556.058,4995.2993,4667.332,4678.087,4171.7417,4052.9038,4014.9248,3741.4033,3572.4346,3669.7073,3477.075,3198.0383,3082.0957,3235.179,9014.1,8574.267,7634.12,6388.789,5259.2085,4439.1177,3842.0925,3405.4072,3175.0542,2925.2285,2618.2937,2450.779,2411.5313,2290.0789,2129.6282,2174.1013,2109.8806,2084.7136,2084.6597,2194.7424,2143.161,2159.899,2023.334,2134.8928,2031.8179,1983.1206,2055.704,1920.622,1827.371,1813.5839,1738.4823,1610.4285,1645.4686,1548.1063,1542.7507,1399.4166,1431.719,1422.2177,1227.3469,1261.0768,1303.1803,1212.8795,1093.3177,1068.5472,1060.5123,999.5209,976.17194,926.34894,877.928
62,22585+6402,3,22.976,64.043,4.31e-16,538.0,596.0,420.0,434.0,14776.905,14547.655,15113.902,14875.154,14386.777,13954.461,13110.857,12571.384,11695.844,11255.669,10484.224,9605.576,9226.308,8714.226,8602.29,8192.6875,7999.1733,8164.1904,8132.367,8130.974,8302.453,8149.0513,8102.8994,7999.147,7524.099,7357.9595,6956.5645,6739.2407,6656.37,6311.034,5879.286,5594.7954,5215.8877,5006.6445,4606.954,4383.329,4135.708,3867.2915,3515.6594,3701.8013,3502.2358,3379.5032,3255.1794,3319.7224,8019.843,7791.863,7259.817,6630.1616,5710.8394,4969.1895,4224.3555,3759.622,3402.1355,3071.8706,2959.2844,2915.531,2567.696,2499.9565,2424.2246,2130.8357,2075.9277,1857.779,1908.5197,1876.0425,1725.1365,1537.4264,1575.3911,1421.3041,1313.6371,1425.2424,1468.0322,1133.1132,1113.4948,1218.7192,1063.0692,1065.872,982.253,874.63104,1016.689,912.27625,895.8941,917.9275,779.91614,797.1553,856.01056,777.2275,791.27594,760.5139,748.96094,732.60956,780.2805,715.92035,541.12946
63,22035+3506,4,22.059,35.104,1.13e-15,301.0,303.0,147.0,160.0,13965.608,12941.616,11979.551,11092.373,10301.686,10092.812,9499.425,9214.227,9015.437,9000.983,9036.9375,9349.396,9527.924,9569.641,9275.808,9095.745,8636.3,8397.194,8258.897,8039.955,7962.145,7570.3877,7504.1006,7341.325,7102.223,6876.083,6628.3413,6396.442,6216.3877,5804.472,5751.1494,5588.3774,5320.477,5342.0425,5065.5015,5076.9863,5035.187,4989.068,5098.483,5217.9785,5058.0903,4886.681,4549.657,4399.85,7917.9766,7581.8325,6938.962,6199.6216,5581.269,5129.9863,5142.439,4780.4717,4202.497,3768.5464,3452.697,3162.7798,2999.6025,2858.0364,2592.6272,2621.012,2462.1875,2234.2437,2324.5747,2224.8157,2220.1106,2193.8093,2200.6365,2054.8157,2050.1323,1987.8485,1934.2102,1897.8578,1841.3484,1835.2471,1811.8687,1870.581,1708.9578,1649.5872,1534.0549,1443.0083,1372.1268,1266.6854,1198.6906,1188.3037,1164.9586,1059.529,938.2608,999.8916,923.2727,892.7405,903.97437,848.96484,759.3944
64,13368-4941,4,13.615,-49.698,1.14e-15,416.0,446.0,174.0,205.0,14815.23,14709.027,13945.264,13328.514,12541.59,11654.114,11077.659,10467.182,10200.215,9944.096,9997.444,9826.454,10015.99,9971.903,10028.401,9784.741,9182.128,9124.162,8959.445,8797.834,8258.699,7869.6577,7571.914,7210.7407,6885.164,6680.28,6466.1206,6261.253,5760.864,5630.2783,5343.4253,5081.335,5077.6445,4937.8,4514.8125,4563.7466,4482.7153,4250.058,4322.2163,4055.5295,4037.9573,3865.6633,3756.8118,3736.1584,8647.801,7533.798,6823.683,5917.1133,5186.9746,4673.492,4333.339,4075.2249,3694.907,3197.0269,2973.0386,2823.3442,2565.365,2476.0603,2368.2087,2291.3228,2104.599,2273.7646,2076.2454,2069.0557,2051.0505,1898.4481,1880.4717,1837.7527,1788.8574,1724.502,1644.6855,1605.1096,1630.5302,1556.9362,1511.2032,1470.1217,1354.7816,1353.948,1334.5562,1214.6007,1215.3405,1076.8346,1049.74,1079.9014,984.7419,942.19666,884.18585,844.74927,785.20483,736.49786,704.81696,648.38617,1093.2745
65,16571-7548,2,16.953,-75.81,2.02e-16,1347.0,1404.0,1002.0,1071.0,7756.0806,8670.417,8699.795,8961.958,8696.421,8408.6875,9126.071,9576.654,9933.876,10547.588,11889.196,12591.907,12784.691,12300.031,11813.911,11504.22,10520.048,11221.412,10514.491,9884.677,9720.359,9037.209,8942.6,8332.119,7668.289,7830.1826,7313.139,6782.7686,6159.017,5926.638,5571.2305,5645.7373,5183.6177,4743.7456,4609.2627,4574.114,4338.847,4139.169,4264.15,4528.4893,3581.697,3856.4304,3474.4587,3365.2612,8647.912,8726.202,7519.343,6545.324,5687.0283,4925.1733,4035.9065,4006.5183,3679.2266,3464.6619,2952.187,2918.5894,2689.3613,2445.357,2293.307,2295.472,1924.1053,2052.3545,2016.0905,2323.7834,1970.3478,1937.1472,1872.8453,2016.1122,1821.4135,1926.191,1921.2943,1907.5278,1665.4921,1327.1212,1451.2881,1625.8782,1584.056,1411.7994,1461.9257,1279.3296,1259.8184,1100.9767,1111.1488,1096.1355,980.33307,763.7416,1144.5818,673.0434,957.5551,597.2266,567.4919,929.1303,500.6493
66,17109-3942,2,17.183,-39.71,2.68e-16,1328.0,1331.0,733.0,722.0,10462.107,10308.784,10423.342,9793.386,9889.848,9340.742,8686.657,9058.246,9058.181,9024.33,8992.894,9917.143,10152.385,10252.478,10406.873,10350.104,9928.916,9571.687,9231.349,9045.467,9098.507,8478.225,8178.9175,7936.324,7996.6074,7576.6353,7110.8096,6783.752,6567.7095,6409.5874,5848.437,5785.643,5394.635,5366.8354,4686.226,4705.488,4993.8374,4435.1035,4155.112,4140.5884,3963.1648,3815.9077,3621.591,3668.6094,8835.801,8170.1377,7514.1143,6825.497,5916.048,5221.3745,4608.745,3783.7322,3629.6206,3410.341,3080.0396,2870.3987,2780.2122,2553.6648,2527.42,2464.9692,2226.339,2366.599,2223.2864,2207.8765,2068.1753,2164.9775,2136.282,2382.7043,2129.5605,2098.4407,1997.331,2055.4988,1898.8757,1868.9503,1898.149,1636.5371,1654.8705,1610.4542,1637.2294,1574.7081,1518.218,1581.1862,1277.3235,1254.6136,1502.1964,1316.5817,983.751,1254.2545,1213.4348,1228.1201,1031.636,1236.9722,959.6377
